Symbol,Company Name,Industry,Market Cap
ARYE,ARYA Sciences Acquisition Corp V,Shell Companies,198.20M
ASA,ASA Gold and Precious Metals Limited,Asset Management,304.78M
ASAI,Sendas Distribuidora S.A.,Grocery Stores,3.13B
ASAN,Asana Inc.,Software - Application,4.81B
ASB,Associated Banc-Corp,Banks - Regional,2.42B
ASC,Ardmore Shipping Corporation,Marine Shipping,518.09M
ASCA,A SPAC I Acquisition Corp.,Shell Companies,56.77M
ASCB,A SPAC II Acquisition Corporation,Shell Companies,265.65M
ASGN,ASGN Incorporated,Information Technology Services,3.41B
ASH,Ashland Inc.,Specialty Chemicals,4.68B
ASIX,AdvanSix Inc.,Chemicals,976.89M
ASLE,AerSale Corporation,Airports & Air Services,774.98M
ASLN,ASLAN Pharmaceuticals Limited,Biotechnology,68.66M
ASM,Avino Silver & Gold Mines Ltd.,Other Precious Metals & Mining,85.82M
ASMB,Assembly Biosciences Inc.,Biotechnology,57.85M
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,285.94B
ASND,Ascendis Pharma A/S,Biotechnology,5.13B
ASNS,Actelis Networks Inc.,Communication Equipment,5.54M
ASO,Academy Sports and Outdoors Inc.,Specialty Retail,3.96B
ASPA,Abri SPAC I Inc.,Shell Companies,31.86M
ASPI,ASP Isotopes Inc.,Chemicals,13.56M
ASPN,Aspen Aerogels Inc.,Building Products & Equipment,507.60M
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Services,105.11M
ASR,Grupo Aeroportuario del Sureste S. A. B. de C. V.,Airports & Air Services,8.44B
ASRT,Assertio Holdings Inc.,Drug Manufacturers - Specialty & Generic,353.47M
ASRV,AmeriServ Financial Inc.,Banks - Regional,47.50M
ASST,Asset Entities Inc.,Internet Content & Information,13.66M
ASTC,Astrotech Corporation,Aerospace & Defense,19.36M
ASTE,Astec Industries Inc.,Farm & Heavy Construction Machinery,949.07M
ASTI,Ascent Solar Technologies Inc.,Solar,51.57M
ASTL,Algoma Steel Group Inc.,Steel,762.26M
ASTR,Astra Space Inc.,Aerospace & Defense,97.15M
ASTS,AST SpaceMobile Inc.,Telecom Services,1.15B
ASUR,Asure Software Inc.,Software - Application,258.61M
ASX,ASE Technology Holding Co. Ltd.,Semiconductors,17.33B
ASXC,Asensus Surgical Inc.,Medical Devices,129.10M
ASYS,Amtech Systems Inc.,Semiconductor Equipment & Materials,130.21M
ATAI,Atai Life Sciences N.V.,Biotechnology,292.18M
ATAK,Aurora Technology Acquisition Corp.,Shell Companies,112.99M
ATAQ,Altimar Acquisition Corp. III,Shell Companies,80.74M
ATAT,Atour Lifestyle Holdings Limited,Lodging,2.34B
ATEC,Alphatec Holdings Inc.,Medical Devices,1.82B
ATEK,Athena Technology Acquisition Corp. II,Shell Companies,364.42M
ATEN,A10 Networks Inc.,Software - Infrastructure,1.10B
ATER,Aterian Inc.,'''Furnishings, Fixtures & Appliances''',49.94M
ATEX,Anterix Inc.,Telecom Services,615.13M
ATGE,Adtalem Global Education Inc.,Education & Training Services,1.89B
ATHA,Athira Pharma Inc.,Biotechnology,114.61M
ATHE,Alterity Therapeutics Limited,Biotechnology,11.46M
ATHM,Autohome Inc.,Internet Content & Information,3.73B
ATHX,Athersys Inc.,Biotechnology,20.33M
ATI,ATI Inc.,Metal Fabrication,4.99B
ATIF,ATIF Holdings Limited,Capital Markets,15.60M
ATIP,ATI Physical Therapy Inc.,Medical Care Facilities,34.59M
ATKR,Atkore Inc.,Electrical Equipment & Parts,4.88B
ATLC,Atlanticus Holdings Corporation,Credit Services,524.33M
ATLO,Ames National Corporation,Banks - Regional,166.53M
ATLX,Atlas Lithium Corporation,Other Precious Metals & Mining,225.76M
ATMC,AlphaTime Acquisition Corp,Shell Companies,90.97M
ATMU,Atmus Filtration Technologies Inc.,Auto Parts,1.72B
ATMV,AlphaVest Acquisition Corp,Shell Companies,1.98M
ATNF,180 Life Sciences Corp.,Biotechnology,6.33M
ATNI,ATN International Inc.,Telecom Services,611.76M
ATNM,Actinium Pharmaceuticals Inc.,Biotechnology,221.58M
ATO,Atmos Energy Corporation,Utilities - Regulated Gas,16.55B
ATOM,Atomera Incorporated,Semiconductor Equipment & Materials,211.16M
ATOS,Atossa Therapeutics Inc.,Biotechnology,119.14M
ATR,AptarGroup Inc.,Medical Instruments & Supplies,7.48B
ATRA,Atara Biotherapeutics Inc.,Biotechnology,150.88M
ATRC,AtriCure Inc.,Medical Instruments & Supplies,2.22B
ATRI,Atrion Corporation,Medical Instruments & Supplies,969.01M
ATRO,Astronics Corporation,Aerospace & Defense,553.08M
ATS,ATS Corporation,Specialty Industrial Machinery,4.36B
ATSG,Air Transport Services Group Inc.,Airlines,1.27B
ATTO,Atento S.A.,Specialty Business Services,40.60M
ATUS,Altice USA Inc.,Telecom Services,1.20B
ATVI,Activision Blizzard Inc.,Electronic Gaming & Multimedia,63.29B
ATXG,Addentax Group Corp.,Integrated Freight & Logistics,32.34M
ATXI,Avenue Therapeutics Inc.,Biotechnology,8.87M
ATXS,Astria Therapeutics Inc.,Biotechnology,318.09M
AU,AngloGold Ashanti Limited,Gold,10.30B
AUB,Atlantic Union Bankshares Corporation,Banks - Regional,2.09B
AUBN,Auburn National Bancorporation Inc.,Banks - Regional,78.90M
AUDC,AudioCodes Ltd.,Communication Equipment,290.69M
AUGX,Augmedix Inc.,Health Information Services,169.21M
AUID,authID Inc.,Software - Infrastructure,45.20M
AULT,Ault Alliance Inc.,Aerospace & Defense,15.78M
AUMN,Golden Minerals Company,Other Precious Metals & Mining,19.74M
AUPH,Aurinia Pharmaceuticals Inc.,Biotechnology,1.36B
AUR,Aurora Innovation Inc.,Information Technology Services,1.70B
AURA,Aura Biosciences Inc.,Biotechnology,457.38M
AURC,Aurora Acquisition Corp.,Shell Companies,92.87M
AUST,Austin Gold Corp.,Gold,13.94M
AUTL,Autolus Therapeutics plc,Biotechnology,501.92M
AUUD,Auddia Inc.,Software - Application,6.40M
AUVI,Applied UV Inc.,'''Furnishings, Fixtures & Appliances''',7.31M
AVA,Avista Corporation,Utilities - Diversified,3.15B
AVAC,Avalon Acquisition Inc.,Shell Companies,283.49M
AVAH,Aveanna Healthcare Holdings Inc.,Medical Care Facilities,243.48M
AVAL,Grupo Aval Acciones y Valores S.A.,Banks - Regional,2.66B
AVAV,AeroVironment Inc.,Aerospace & Defense,2.50B
AVB,AvalonBay Communities Inc.,REIT - Residential,25.73B
AVD,American Vanguard Corporation,Agricultural Inputs,525.65M
AVDL,Avadel Pharmaceuticals plc,Drug Manufacturers - Specialty & Generic,1.08B
AVDX,AvidXchange Holdings Inc.,Software - Infrastructure,2.16B
AVGO,Broadcom Inc.,Semiconductors,338.54B
AVGR,Avinger Inc.,Medical Instruments & Supplies,5.86M
AVHI,Achari Ventures Holdings Corp. I,Shell Companies,37.31M
AVID,Avid Technology Inc.,Electronic Gaming & Multimedia,1.05B
AVIR,Atea Pharmaceuticals Inc.,Biotechnology,375.30M
AVNS,Avanos Medical Inc.,Medical Devices,1.16B
AVNT,Avient Corporation,Specialty Chemicals,3.59B
AVNW,Aviat Networks Inc.,Communication Equipment,359.35M
AVO,Mission Produce Inc.,Food Distribution,906.80M
AVPT,AvePoint Inc.,Software - Infrastructure,1.29B
AVRO,AVROBIO Inc.,Biotechnology,48.96M
AVT,Avnet Inc.,Electronics & Computer Distribution,4.07B
AVTA,Avantax Inc.,Asset Management,849.32M
AVTE,Aerovate Therapeutics Inc.,Biotechnology,416.48M
AVTR,Avantor Inc.,Specialty Chemicals,13.52B
AVTX,Avalo Therapeutics Inc.,Biotechnology,38.15M
AVXL,Anavex Life Sciences Corp.,Biotechnology,738.86M
AVY,Avery Dennison Corporation,Business Equipment & Supplies,13.49B
AWH,'Aspira Women''s Health Inc.',Diagnostics & Research,24.82M
AWI,Armstrong World Industries Inc.,Building Products & Equipment,2.92B
AWIN,AERWINS Technologies Inc.,Scientific & Technical Instruments,29.47M
AWK,American Water Works Company Inc.,Utilities - Regulated Water,28.38B
AWR,American States Water Company,Utilities - Regulated Water,3.39B
AWRE,Aware Inc.,Software - Application,33.32M
AWX,Avalon Holdings Corporation,Waste Management,8.81M
AX,Axos Financial Inc.,Banks - Regional,2.44B
AXDX,Accelerate Diagnostics Inc.,Medical Devices,74.87M
AXGN,AxoGen Inc.,Medical Devices,378.63M
AXL,American Axle & Manufacturing Holdings Inc.,Auto Parts,854.25M
AXLA,Axcella Health Inc.,Biotechnology,26.91M
AXNX,Axonics Inc.,Medical Devices,2.44B
AXON,Axon Enterprise Inc.,Aerospace & Defense,14.28B
AXP,American Express Company,Credit Services,125.28B
AXR,AMREP Corporation,Real Estate - Development,78.56M
AXS,AXIS Capital Holdings Limited,Insurance - Property & Casualty,4.55B
AXSM,Axsome Therapeutics Inc.,Biotechnology,3.23B
AXTA,Axalta Coating Systems Ltd.,Specialty Chemicals,6.96B
AXTI,AXT Inc.,Semiconductor Equipment & Materials,151.68M
AY,Atlantica Sustainable Infrastructure plc,Utilities - Renewable,2.89B
AYI,Acuity Brands Inc.,Electrical Equipment & Parts,5.09B
AYRO,Ayro Inc.,Auto Manufacturers,21.88M
AYTU,Aytu BioPharma Inc.,Drug Manufacturers - Specialty & Generic,6.88M
AYX,Alteryx Inc.,Software - Application,2.98B
AZ,A2Z Smart Technologies Corp.,Aerospace & Defense,62.18M
AZEK,The AZEK Company Inc.,Building Products & Equipment,3.84B
AZN,AstraZeneca PLC,Drug Manufacturers - General,225.01B
AZO,AutoZone Inc.,Specialty Retail,43.40B
AZPN,Aspen Technology Inc.,Software - Application,10.73B
AZRE,Azure Power Global Limited,Utilities - Renewable,159.06M
AZTA,Azenta Inc.,Medical Instruments & Supplies,2.88B
AZUL,Azul S.A.,Airlines,1.30B
AZYO,Aziyo Biologics Inc.,Medical Devices,37.18M
AZZ,AZZ Inc.,Metal Fabrication,946.13M
B,Barnes Group Inc.,Specialty Industrial Machinery,2.11B
BA,The Boeing Company,Aerospace & Defense,128.33B
BABA,Alibaba Group Holding Limited,Internet Retail,215.94B
BAC,Bank of America Corporation,Banks - Diversified,228.79B
BACA,Berenson Acquisition Corp. I,Shell Companies,98.01M
BACK,IMAC Holdings Inc.,Medical Care Facilities,4.39M
BAER,Bridger Aerospace Group Holdings Inc.,Security & Protection Services,262.62M
BAFN,BayFirst Financial Corp.,Banks - Regional,58.70M
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,13.57B
BAK,Braskem S.A.,Chemicals,3.83B
BALL,Ball Corporation,Packaging & Containers,17.12B
BALY,'Bally''s Corporation',Resorts & Casinos,706.97M
BAM,Brookfield Asset Management Inc.,Asset Management,13.07B
BANC,Banc of California Inc.,Banks - Regional,673.28M
BAND,Bandwidth Inc.,Software - Infrastructure,309.31M
BANF,BancFirst Corporation,Banks - Regional,3.01B
BANL,CBL International Limited,Oil & Gas Midstream,67.75M
BANR,Banner Corporation,Banks - Regional,1.64B
BANX,ArrowMark Financial Corp.,Asset Management,124.36M
BAOS,Baosheng Media Group Holdings Limited,Advertising Agencies,9.25M
BAP,Credicorp Ltd.,Banks - Regional,10.89B
BARK,BARK Inc.,Specialty Retail,202.54M
BASE,Couchbase Inc.,Software - Infrastructure,959.26M
BATL,Battalion Oil Corporation,Oil & Gas E&P,113.72M
BAX,Baxter International Inc.,Medical Instruments & Supplies,20.91B
BB,BlackBerry Limited,Software - Infrastructure,3.08B
BBAI,BigBear.ai Holdings Inc.,Information Technology Services,288.63M
BBAR,Banco BBVA Argentina S.A.,Banks - Regional,921.11M
BBCP,Concrete Pumping Holdings Inc.,Engineering & Construction,381.77M
BBD,Banco Bradesco S.A.,Banks - Regional,34.64B
BBDC,Barings BDC Inc.,Credit Services,859.01M
BBDO,Banco Bradesco S.A.,Banks - Regional,32.34B
BBGI,Beasley Broadcast Group Inc.,Broadcasting,32.23M
BBIG,Vinco Ventures Inc.,Leisure,30.03M
BBIO,BridgeBio Pharma Inc.,Biotechnology,2.29B
BBLG,Bone Biologics Corporation,Medical Devices,3.07M
BBLN,Babylon Holdings Limited,Health Information Services,15.35M
BBSI,Barrett Business Services Inc.,Staffing & Employment Services,593.18M
BBU,Brookfield Business Partners L.P.,Conglomerates,1.44B
BBUC,Brookfield Business Corporation,Asset Management,1.53B
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Banks - Diversified,41.91B
BBW,Build-A-Bear Workshop Inc.,Specialty Retail,306.78M
BBWI,Bath & Body Works Inc.,Specialty Retail,8.63B
BBY,Best Buy Co. Inc.,Specialty Retail,16.01B
BC,Brunswick Corporation,Recreational Vehicles,5.70B
BCAB,BioAtla Inc.,Biotechnology,165.41M
BCAL,Southern California Bancorp,Banks - Regional,247.52M
BCAN,BYND Cannasoft Enterprises Inc.,Software - Infrastructure,119.39M
BCBP,BCB Bancorp Inc.,Banks - Regional,196.06M
BCC,Boise Cascade Company,Building Materials,2.99B
BCDA,BioCardia Inc.,Biotechnology,38.21M
BCE,BCE Inc.,Telecom Services,41.71B
BCEL,Atreca Inc.,Biotechnology,39.56M
BCH,Banco de Chile,Banks - Regional,10.94B
BCLI,Brainstorm Cell Therapeutics Inc.,Biotechnology,119.80M
BCML,BayCom Corp,Banks - Regional,208.70M
BCO,'The Brink''s Company',Security & Protection Services,3.24B
BCOV,Brightcove Inc.,Software - Application,189.00M
BCOW,1895 Bancorp of Wisconsin Inc.,Banks - Regional,41.52M
BCPC,Balchem Corporation,Specialty Chemicals,4.28B
BCRX,BioCryst Pharmaceuticals Inc.,Biotechnology,1.58B
BCS,Barclays PLC,Banks - Diversified,30.56B
BCSA,Blockchain Coinvestors Acquisition Corp. I,Shell Companies,158.85M
BCSF,Bain Capital Specialty Finance Inc.,Asset Management,813.48M
BCTX,BriaCell Therapeutics Corp.,Biotechnology,104.30M
BCYC,Bicycle Therapeutics plc,Biotechnology,758.90M
BDC,Belden Inc.,Communication Equipment,3.84B
BDL,'Flanigan''s Enterprises Inc.',Restaurants,57.62M
BDN,Brandywine Realty Trust,REIT - Office,706.57M
BDRX,Biodexa Pharmaceuticals PLC,Biotechnology,410.23K
BDSX,Biodesix Inc.,Diagnostics & Research,105.92M
BDTX,Black Diamond Therapeutics Inc.,Biotechnology,85.44M
BDX,Becton Dickinson and Company,Medical Instruments & Supplies,71.51B
BE,Bloom Energy Corporation,Electrical Equipment & Parts,3.01B
BEAM,Beam Therapeutics Inc.,Biotechnology,2.59B
BEAT,HeartBeam Inc.,Health Information Services,58.02M
BECN,Beacon Roofing Supply Inc.,Building Products & Equipment,4.29B
BEDU,Bright Scholar Education Holdings Limited,Education & Training Services,48.16M
BEEM,Beam Global,Solar,128.26M
BEKE,KE Holdings Inc.,Real Estate Services,19.35B
BELFA,Bel Fuse Inc.,Electronic Components,634.48M
BELFB,Bel Fuse Inc.,Electronic Components,647.48M
BEN,Franklin Resources Inc.,Asset Management,12.53B
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,13.89B
BEPC,Brookfield Renewable Corporation,Utilities - Renewable,6.04B
BERY,Berry Global Group Inc.,Packaging & Containers,7.14B
BEST,BEST Inc.,Trucking,51.19M
BF.A,Brown-Forman Corporation,Beverages - Wineries & Distilleries,30.75B
BF.B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,30.93B
BFAC,Battery Future Acquisition Corp.,Shell Companies,455.83M
BFAM,Bright Horizons Family Solutions Inc.,Personal Services,5.07B
BFC,Bank First Corporation,Banks - Regional,851.81M
BFH,Bread Financial Holdings Inc.,Credit Services,1.55B
BFI,BurgerFi International Inc.,Restaurants,31.73M
BFIN,BankFinancial Corporation,Banks - Regional,98.89M
BFLY,Butterfly Network Inc.,Medical Devices,489.43M
BFRG,Bullfrog AI Holdings Inc.,Health Information Services,23.33M
BFRI,Biofrontera Inc.,Drug Manufacturers - Specialty & Generic,12.79M
BFS,Saul Centers Inc.,REIT - Retail,1.17B
BFST,Business First Bancshares Inc.,Banks - Regional,397.26M
BG,Bunge Limited,Farm Products,13.90B
BGCP,BGC Partners Inc.,Capital Markets,1.65B
BGFV,Big 5 Sporting Goods Corporation,Specialty Retail,171.09M
BGI,Birks Group Inc.,Luxury Goods,108.64M
BGNE,BeiGene Ltd.,Biotechnology,23.77B
BGRY,Berkshire Grey Inc.,Specialty Industrial Machinery,331.83M
BGS,B&G Foods Inc.,Packaged Foods,977.74M
BGSF,BGSF Inc.,Staffing & Employment Services,104.98M
BGXX,Bright Green Corporation,Drug Manufacturers - Specialty & Generic,169.45M
BH,Biglari Holdings Inc.,Restaurants,659.30M
BH.A,Biglari Holdings Inc.,Restaurants,647.83M
BHAC,Crixus BH3 Acquisition Company,Shell Companies,111.07M
BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Electronic Gaming & Multimedia,10.19M
BHB,Bar Harbor Bankshares,Banks - Regional,382.68M
BHC,Bausch Health Companies Inc.,Drug Manufacturers - Specialty & Generic,2.99B
BHE,Benchmark Electronics Inc.,Electronic Components,870.27M
BHF,Brighthouse Financial Inc.,Insurance - Life,2.91B
BHG,Bright Health Group Inc.,Healthcare Plans,84.37M
BHIL,Benson Hill Inc.,Agricultural Inputs,244.81M
BHLB,Berkshire Hills Bancorp Inc.,Banks - Regional,990.92M
BHM,Bluerock Homes Trust Inc.,null,61.02M
BHP,BHP Group Limited,Other Industrial Metals & Mining,204.44B
BHR,Braemar Hotels & Resorts Inc.,REIT - Hotel & Motel,361.35M
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,338.25M
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biotechnology,1.48B
BIAF,bioAffinity Technologies Inc.,Diagnostics & Research,15.50M
BIDU,Baidu Inc.,Internet Content & Information,46.65B
BIG,Big Lots Inc.,Discount Stores,176.20M
BIGC,BigCommerce Holdings Inc.,Software - Application,695.55M
BIIB,Biogen Inc.,Drug Manufacturers - General,43.45B
BILI,Bilibili Inc.,Electronic Gaming & Multimedia,6.20B
BILL,Bill.com Holdings Inc.,Software - Application,11.42B
BIMI,BIMI International Medical Inc.,Pharmaceutical Retailers,4.74M
BIO,Bio-Rad Laboratories Inc.,Medical Devices,11.04B
BIOC,Biocept Inc.,Diagnostics & Research,3.13M
BIOL,BIOLASE Inc.,Medical Devices,2.78M
BIOR,Biora Therapeutics Inc.,Biotechnology,53.25M
BIOS,BioPlus Acquisition Corp.,Shell Companies,310.10M
BIOX,Bioceres Crop Solutions Corp.,Agricultural Inputs,804.28M
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,16.87B
BIPC,Brookfield Infrastructure Corporation,Utilities - Regulated Gas,5.21B
BIRD,Allbirds Inc.,Apparel Retail,195.62M
BITE,Bite Acquisition Corp.,Shell Companies,89.07M
BITF,Bitfarms Ltd.,Capital Markets,296.12M
BIVI,BioVie Inc.,Biotechnology,219.86M
BJ,'BJ''s Wholesale Club Holdings Inc.',Discount Stores,8.34B
BJDX,Bluejay Diagnostics Inc.,Medical Devices,4.99M
BJRI,'BJ''s Restaurants Inc.',Restaurants,745.06M
BK,The Bank of New York Mellon Corporation,Asset Management,33.73B
BKCC,BlackRock Capital Investment Corporation,Asset Management,237.31M
BKD,Brookdale Senior Living Inc.,Medical Care Facilities,675.69M
BKE,The Buckle Inc.,Apparel Retail,1.66B
BKH,Black Hills Corporation,Utilities - Diversified,4.15B
BKI,Black Knight Inc.,Software - Application,8.98B
BKKT,Bakkt Holdings Inc.,Software - Infrastructure,130.52M
BKNG,Booking Holdings Inc.,Travel Services,96.97B
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,29.95B
BKSC,Bank of South Carolina Corporation,Banks - Regional,77.31M
BKSY,BlackSky Technology Inc.,Scientific & Technical Instruments,220.15M
BKTI,BK Technologies Corporation,Communication Equipment,45.86M
BKU,BankUnited Inc.,Banks - Regional,1.57B
BKYI,BIO-key International Inc.,Security & Protection Services,7.05M
BL,BlackLine Inc.,Software - Application,3.34B
BLAC,Bellevue Life Sciences Acquisition Corp.,Shell Companies,53.52M
BLBD,Blue Bird Corporation,Auto Manufacturers,833.58M
BLBX,Blackboxstocks Inc.,Software - Application,11.26M
BLCM,Bellicum Pharmaceuticals Inc.,Biotechnology,2.85M
BLCO,Bausch + Lomb Corporation,Medical Instruments & Supplies,6.39B
BLD,TopBuild Corp.,Engineering & Construction,6.92B
BLDE,Blade Air Mobility Inc.,Airports & Air Services,235.60M
BLDP,Ballard Power Systems Inc.,Specialty Industrial Machinery,1.29B
BLDR,Builders FirstSource Inc.,Building Products & Equipment,15.23B
BLEU,bleuacacia ltd,Shell Companies,352.02M
BLFS,BioLife Solutions Inc.,Medical Instruments & Supplies,1.01B
BLFY,Blue Foundry Bancorp,Banks - Regional,261.78M
BLIN,Bridgeline Digital Inc.,Software - Infrastructure,10.63M
BLK,BlackRock Inc.,Asset Management,102.12B
BLKB,Blackbaud Inc.,Software - Application,3.99B
BLMN,'Bloomin'' Brands Inc.',Restaurants,2.22B
BLND,Blend Labs Inc.,Software - Application,256.04M
BLNG,Belong Acquisition Corp.,Shell Companies,86.12M
BLNK,Blink Charging Co.,Engineering & Construction,410.45M
BLPH,Bellerophon Therapeutics Inc.,Biotechnology,73.78M
BLRX,BioLineRx Ltd.,Biotechnology,102.14M
BLTE,Belite Bio Inc,Biotechnology,432.63M
BLU,BELLUS Health Inc.,Biotechnology,1.86B
BLUA,BlueRiver Acquisition Corp.,Shell Companies,103.69M
BLUE,bluebird bio Inc.,Biotechnology,386.28M
BLX,Banco Latinoamericano de Comercio Exterior S. A.,Banks - Regional,741.02M
BLZE,Backblaze Inc.,Software - Infrastructure,148.09M
BMA,Banco Macro S.A.,Banks - Regional,2.27B
BMAC,Black Mountain Acquisition Corp.,Shell Companies,124.00M
BMBL,Bumble Inc.,Software - Application,5.41B
BMEA,Biomea Fusion Inc.,Biotechnology,1.27B
BMI,Badger Meter Inc.,Scientific & Technical Instruments,4.25B
BMO,Bank of Montreal,Banks - Diversified,61.40B
BMR,Beamr Imaging Ltd.,Software - Application,34.53M
BMRA,Biomerica Inc.,Medical Devices,21.20M
BMRC,Bank of Marin Bancorp,Banks - Regional,291.04M
BMRN,BioMarin Pharmaceutical Inc.,Biotechnology,17.52B
BMTX,BM Technologies Inc.,Software - Application,36.66M
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,137.94B
